time = 2020-11-17 09:03:00 cash in hand = 738.02, portfolio value = 1613.41, unrealized PNL = 111.99 realized PNL = -638.62, holding = 1.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -44.244573273188905 and [call,puts] values are = [32. 23.] and max call price = 31.75 compared to 31.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.5260305260153473 and RSI = 67.53406257672204 and slop[-1] =-24.81496025438261 and self.submitted = 0 and upper BBand = 3606.7787814108447 and lower BBand = 3605.992616313874 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1915, and df["volume"] = 280
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 47.73211894039591 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 668
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 47.056642177120715 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 919
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 47.76712216146009 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 656
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 47.73211894039591 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 668
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 47.70604112484417 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 677
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 47.63722167892574 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 701
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 47.445028743402744 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 770
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 46.75155197331702 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 1046
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 46.70321332483483 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 1067
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 46.15101166403701 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 1326
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 45.66766465736121 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 1586
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = -2.0 and obv_slope = 50.194428907734796 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 1210
time = 2020-11-17 10:02:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.5 and bar_num = 1.0 and obv_slope = 46.26187769731973 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.2074092375237342 and RSI = 77.92664529949349 and slop[-1] =46.37605439053743 and self.submitted = 0 and upper BBand = 3609.0612364837593 and lower BBand = 3607.7810455261047 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1483, and df["volume"] = 1271
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 0
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 121
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 201
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 224
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.209179191686545 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 20.75 compared to 20.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 367
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 479
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 555
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 37.81085248077351 and [call,puts] values are = [32. 23.] and max call price = 30.25 compared to 30.25 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 734
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 778
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 854
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 43.679988478199185 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 1161
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 36.641782889828114 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 866
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 36.52467889403863 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 879
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 36.30755218401484 and [call,puts] values are = [32. 23.] and max call price = 30.25 compared to 30.25 and max put price = 21.25 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 903
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 36.18943443343165 and [call,puts] values are = [32. 23.] and max call price = 30.25 compared to 30.25 and max put price = 21.25 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 916
time = 2020-11-17 10:03:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.75 and bar_num = 1.0 and obv_slope = 35.0072534510971 and [call,puts] values are = [32. 23.] and max call price = 30.25 compared to 30.25 and max put price = 21.25 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3203860702842576 and RSI = 77.92664529949349 and slop[-1] =46.26187769731973 and self.submitted = 0 and upper BBand = 3609.2748848500833 and lower BBand = 3608.2888715482823 and df["roll_max_cp"] = 3612.25 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1271, and df["volume"] = 1044
time = 2020-11-17 10:04:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.25 and bar_num = 1.0 and obv_slope = 12.096604215707934 and [call,puts] values are = [32. 23.] and max call price = 30.25 compared to 30.25 and max put price = 21.25 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.3048817083254107 and RSI = 81.31809322202498 and slop[-1] =35.0072534510971 and self.submitted = 0 and upper BBand = 3609.3519676604933 and lower BBand = 3608.745291832975 and df["roll_max_cp"] = 3612.0 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1044, and df["volume"] = 0
time = 2020-11-17 10:04:00 cash in hand = 2358.76, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -519.3, holding = 0.0 calls and 0.0 puts and ES = 3609.25 and bar_num = 1.0 and obv_slope = 15.026770764807512 and [call,puts] values are = [32. 23.] and max call price = 30.25 compared to 30.25 and max put price = 21.0 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.0 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.3048817083254107 and RSI = 81.31809322202498 and slop[-1] =35.0072534510971 and self.submitted = 0 and upper BBand = 3609.3519676604933 and lower BBand = 3608.745291832975 and df["roll_max_cp"] = 3612.0 and df["roll_min_cp"] = 3606.25 and df["roll_max_vol"].iloc[i-1] = 3442.0 and df["volume"].iloc[i-1] = 1044, and df["volume"] = 86
