time = 2020-11-17 16:00:00 cash in hand = 2236.04, portfolio value = 0.0, unrealized PNL = 0.0 realized PNL = -263.62, holding = 0.0 calls and 0.0 puts and ES = 3604.5 and bar_num = -5.0 and obv_slope = 5.965177653126778 and [call,puts] values are = [30.25 20.25] and max call price = 28.0 compared to 28.0 and max put price = 18.75 compared to 18.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 5.0 and self.put_option_price.bid = 18.75 and EMA_9 - EMA_26 DIFF = -1.9437855302335265 and RSI = 19.40279797812389 and slop[-1] =-27.799494591156172 and self.submitted = 0 and upper BBand = 3604.6975935057812 and lower BBand = 3603.5795595170316 and df["roll_max_cp"] = 3611.0 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 520.0 and df["volume"].iloc[i-1] = 179, and df["volume"] = 311
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -42.091858382367136 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 20
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -42.091858382367136 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 23
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -42.091858382367136 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 25
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.84167384441434 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 25
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -42.091858382367136 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 25
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -42.091858382367136 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 29
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.804986827886324 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 29
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.804986827886324 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 29
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.7959467504432 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 30
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.7959467504432 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.5 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 30
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.436731937093825 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 75
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.436731937093825 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 75
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.388114990777005 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.75and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.75 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 82
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.334594866826436 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 90
time = 2020-11-17 16:41:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.25 and bar_num = 4.0 and obv_slope = -41.28313267235057 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9231955419700171 and RSI = 44.422212377905176 and slop[-1] =-44.57955819743054 and self.submitted = 0 and upper BBand = 3608.860090561901 and lower BBand = 3608.0607853038723 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3603.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 78, and df["volume"] = 98
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -50.194428907734796 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.5 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = -1
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1405.21, unrealized PNL = -58.71 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -50.194428907734796 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.5 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 2
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -50.194428907734796 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.5 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.5 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 3
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -49.872062957260965 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 3
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -48.76562858356439 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 13
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -48.76562858356439 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 13
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -47.96093613416374 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 20
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -47.96093613416374 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.5and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 20
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -46.888188006740926 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 29
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -46.888188006740926 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 29
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -40.51539399045537 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 27.75 and max put price = 20.75 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 76
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -40.51539399045537 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 28.0 and max put price = 20.75 compared to 20.25and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 76
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -40.51539399045537 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 28.25 and max put price = 20.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 76
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -40.51539399045537 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 28.25 and max put price = 20.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 76
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -31.72360295768402 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 28.25 and max put price = 20.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 128
time = 2020-11-17 16:42:00 cash in hand = 569.28, portfolio value = 1387.2, unrealized PNL = -76.72 realized PNL = -466.46, holding = 1 calls and 0 puts and ES = 3607.0 and bar_num = 4.0 and obv_slope = -31.53479190518829 and [call,puts] values are = [30.25 20.25] and max call price = 28.75 compared to 28.25 and max put price = 20.75 compared to 20.0and ATR = 1.2199989793959314 and ATR minimum = 0.6099994896979657 and stop_loss = 4.75 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.7534398336051709 and RSI = 34.49254403782355 and slop[-1] =-41.28313267235057 and self.submitted = 0 and upper BBand = 3608.6080831296904 and lower BBand = 3607.758246538734 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 444.0 and df["volume"].iloc[i-1] = 98, and df["volume"] = 129
